,status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,class
562,b'A13',6.0,b'A33',b'A43',683.0,b'A61',b'A72',2.0,b'A92',b'A101',1.0,b'A122',29.0,b'A141',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
563,b'A12',36.0,b'A32',b'A40',12389.0,b'A65',b'A73',1.0,b'A93',b'A101',4.0,b'A124',37.0,b'A143',b'A153',1.0,b'A173',1.0,b'A192',b'A201',2
564,b'A12',24.0,b'A33',b'A49',4712.0,b'A65',b'A73',4.0,b'A93',b'A101',2.0,b'A122',37.0,b'A141',b'A152',2.0,b'A174',1.0,b'A192',b'A201',1
565,b'A12',24.0,b'A33',b'A43',1553.0,b'A62',b'A74',3.0,b'A92',b'A101',2.0,b'A122',23.0,b'A143',b'A151',2.0,b'A173',1.0,b'A192',b'A201',1
566,b'A11',12.0,b'A32',b'A40',1372.0,b'A61',b'A74',2.0,b'A91',b'A101',3.0,b'A123',36.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',2
567,b'A14',24.0,b'A34',b'A43',2578.0,b'A64',b'A75',2.0,b'A93',b'A101',2.0,b'A123',34.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
568,b'A12',48.0,b'A32',b'A43',3979.0,b'A65',b'A74',4.0,b'A93',b'A101',1.0,b'A123',41.0,b'A143',b'A152',2.0,b'A173',2.0,b'A192',b'A201',1
569,b'A11',48.0,b'A32',b'A43',6758.0,b'A61',b'A73',3.0,b'A92',b'A101',2.0,b'A123',31.0,b'A143',b'A152',1.0,b'A173',1.0,b'A192',b'A201',2
570,b'A11',24.0,b'A32',b'A42',3234.0,b'A61',b'A72',4.0,b'A92',b'A101',4.0,b'A121',23.0,b'A143',b'A151',1.0,b'A172',1.0,b'A192',b'A201',2
571,b'A14',30.0,b'A34',b'A43',5954.0,b'A61',b'A74',3.0,b'A93',b'A102',2.0,b'A123',38.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
572,b'A14',24.0,b'A32',b'A41',5433.0,b'A65',b'A71',2.0,b'A92',b'A101',4.0,b'A122',26.0,b'A143',b'A151',1.0,b'A174',1.0,b'A192',b'A201',1
573,b'A11',15.0,b'A32',b'A49',806.0,b'A61',b'A73',4.0,b'A92',b'A101',4.0,b'A122',22.0,b'A143',b'A152',1.0,b'A172',1.0,b'A191',b'A201',1
574,b'A12',9.0,b'A32',b'A43',1082.0,b'A61',b'A75',4.0,b'A93',b'A101',4.0,b'A123',27.0,b'A143',b'A152',2.0,b'A172',1.0,b'A191',b'A201',1
575,b'A14',15.0,b'A34',b'A42',2788.0,b'A61',b'A74',2.0,b'A92',b'A102',3.0,b'A123',24.0,b'A141',b'A152',2.0,b'A173',1.0,b'A191',b'A201',1
576,b'A12',12.0,b'A32',b'A43',2930.0,b'A61',b'A74',2.0,b'A92',b'A101',1.0,b'A121',27.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
577,b'A14',24.0,b'A34',b'A46',1927.0,b'A65',b'A73',3.0,b'A92',b'A101',2.0,b'A123',33.0,b'A143',b'A152',2.0,b'A173',1.0,b'A192',b'A201',1
578,b'A12',36.0,b'A34',b'A40',2820.0,b'A61',b'A72',4.0,b'A91',b'A101',4.0,b'A123',27.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A201',2
579,b'A14',24.0,b'A32',b'A48',937.0,b'A61',b'A72',4.0,b'A94',b'A101',3.0,b'A123',27.0,b'A143',b'A152',2.0,b'A172',1.0,b'A191',b'A201',1
580,b'A12',18.0,b'A34',b'A40',1056.0,b'A61',b'A75',3.0,b'A93',b'A103',3.0,b'A121',30.0,b'A141',b'A152',2.0,b'A173',1.0,b'A191',b'A201',2
581,b'A12',12.0,b'A34',b'A40',3124.0,b'A61',b'A72',1.0,b'A93',b'A101',3.0,b'A121',49.0,b'A141',b'A152',2.0,b'A172',2.0,b'A191',b'A201',1
582,b'A14',9.0,b'A32',b'A42',1388.0,b'A61',b'A73',4.0,b'A92',b'A101',2.0,b'A121',26.0,b'A143',b'A151',1.0,b'A173',1.0,b'A191',b'A201',1
583,b'A12',36.0,b'A32',b'A45',2384.0,b'A61',b'A72',4.0,b'A93',b'A101',1.0,b'A124',33.0,b'A143',b'A151',1.0,b'A172',1.0,b'A191',b'A201',2
584,b'A14',12.0,b'A32',b'A40',2133.0,b'A65',b'A75',4.0,b'A92',b'A101',4.0,b'A124',52.0,b'A143',b'A153',1.0,b'A174',1.0,b'A192',b'A201',1
585,b'A11',18.0,b'A32',b'A42',2039.0,b'A61',b'A73',1.0,b'A92',b'A101',4.0,b'A121',20.0,b'A141',b'A151',1.0,b'A173',1.0,b'A191',b'A201',2
586,b'A11',9.0,b'A34',b'A40',2799.0,b'A61',b'A73',2.0,b'A93',b'A101',2.0,b'A121',36.0,b'A143',b'A151',2.0,b'A173',2.0,b'A191',b'A201',1
587,b'A11',12.0,b'A32',b'A42',1289.0,b'A61',b'A73',4.0,b'A93',b'A103',1.0,b'A122',21.0,b'A143',b'A152',1.0,b'A172',1.0,b'A191',b'A201',1
588,b'A11',18.0,b'A32',b'A44',1217.0,b'A61',b'A73',4.0,b'A94',b'A101',3.0,b'A121',47.0,b'A143',b'A152',1.0,b'A172',1.0,b'A192',b'A201',2
589,b'A11',12.0,b'A34',b'A42',2246.0,b'A61',b'A75',3.0,b'A93',b'A101',3.0,b'A122',60.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A201',2
590,b'A11',12.0,b'A34',b'A43',385.0,b'A61',b'A74',4.0,b'A92',b'A101',3.0,b'A121',58.0,b'A143',b'A152',4.0,b'A172',1.0,b'A192',b'A201',1
591,b'A12',24.0,b'A33',b'A40',1965.0,b'A65',b'A73',4.0,b'A92',b'A101',4.0,b'A123',42.0,b'A143',b'A151',2.0,b'A173',1.0,b'A192',b'A201',1
592,b'A14',21.0,b'A32',b'A49',1572.0,b'A64',b'A75',4.0,b'A92',b'A101',4.0,b'A121',36.0,b'A141',b'A152',1.0,b'A172',1.0,b'A191',b'A201',1
593,b'A12',24.0,b'A32',b'A40',2718.0,b'A61',b'A73',3.0,b'A92',b'A101',4.0,b'A122',20.0,b'A143',b'A151',1.0,b'A172',1.0,b'A192',b'A201',2
594,b'A11',24.0,b'A31',b'A41',1358.0,b'A65',b'A75',4.0,b'A93',b'A101',3.0,b'A123',40.0,b'A142',b'A152',1.0,b'A174',1.0,b'A192',b'A201',2
595,b'A12',6.0,b'A31',b'A40',931.0,b'A62',b'A72',1.0,b'A92',b'A101',1.0,b'A122',32.0,b'A142',b'A152',1.0,b'A172',1.0,b'A191',b'A201',2
596,b'A11',24.0,b'A32',b'A40',1442.0,b'A61',b'A74',4.0,b'A92',b'A101',4.0,b'A123',23.0,b'A143',b'A151',2.0,b'A173',1.0,b'A191',b'A201',2
597,b'A12',24.0,b'A30',b'A49',4241.0,b'A61',b'A73',1.0,b'A93',b'A101',4.0,b'A121',36.0,b'A143',b'A152',3.0,b'A172',1.0,b'A192',b'A201',2
598,b'A14',18.0,b'A34',b'A40',2775.0,b'A61',b'A74',2.0,b'A93',b'A101',2.0,b'A122',31.0,b'A141',b'A152',2.0,b'A173',1.0,b'A191',b'A201',2
599,b'A14',24.0,b'A33',b'A49',3863.0,b'A61',b'A73',1.0,b'A93',b'A101',2.0,b'A124',32.0,b'A143',b'A153',1.0,b'A173',1.0,b'A191',b'A201',1
600,b'A12',7.0,b'A32',b'A43',2329.0,b'A61',b'A72',1.0,b'A92',b'A103',1.0,b'A121',45.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
601,b'A12',9.0,b'A32',b'A42',918.0,b'A61',b'A73',4.0,b'A92',b'A101',1.0,b'A122',31.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',2
602,b'A12',24.0,b'A31',b'A46',1837.0,b'A61',b'A74',4.0,b'A92',b'A101',4.0,b'A124',34.0,b'A141',b'A153',1.0,b'A172',1.0,b'A191',b'A201',2
603,b'A14',36.0,b'A32',b'A42',3349.0,b'A61',b'A73',4.0,b'A92',b'A101',2.0,b'A123',28.0,b'A143',b'A152',1.0,b'A174',1.0,b'A192',b'A201',2
604,b'A13',10.0,b'A32',b'A42',1275.0,b'A61',b'A72',4.0,b'A92',b'A101',2.0,b'A122',23.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
605,b'A11',24.0,b'A31',b'A42',2828.0,b'A63',b'A73',4.0,b'A93',b'A101',4.0,b'A121',22.0,b'A142',b'A152',1.0,b'A173',1.0,b'A192',b'A201',1
606,b'A14',24.0,b'A34',b'A49',4526.0,b'A61',b'A73',3.0,b'A93',b'A101',2.0,b'A121',74.0,b'A143',b'A152',1.0,b'A174',1.0,b'A192',b'A201',1
607,b'A12',36.0,b'A32',b'A43',2671.0,b'A62',b'A73',4.0,b'A92',b'A102',4.0,b'A124',50.0,b'A143',b'A153',1.0,b'A173',1.0,b'A191',b'A201',2
608,b'A14',18.0,b'A32',b'A43',2051.0,b'A61',b'A72',4.0,b'A93',b'A101',1.0,b'A121',33.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
609,b'A14',15.0,b'A32',b'A41',1300.0,b'A65',b'A75',4.0,b'A93',b'A101',4.0,b'A124',45.0,b'A141',b'A153',1.0,b'A173',2.0,b'A191',b'A201',1
610,b'A11',12.0,b'A32',b'A44',741.0,b'A62',b'A71',4.0,b'A92',b'A101',3.0,b'A122',22.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',2
611,b'A13',10.0,b'A32',b'A40',1240.0,b'A62',b'A75',1.0,b'A92',b'A101',4.0,b'A124',48.0,b'A143',b'A153',1.0,b'A172',2.0,b'A191',b'A201',2
612,b'A11',21.0,b'A32',b'A43',3357.0,b'A64',b'A72',4.0,b'A92',b'A101',2.0,b'A123',29.0,b'A141',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
613,b'A11',24.0,b'A31',b'A41',3632.0,b'A61',b'A73',1.0,b'A92',b'A103',4.0,b'A123',22.0,b'A141',b'A151',1.0,b'A173',1.0,b'A191',b'A202',1
614,b'A14',18.0,b'A33',b'A42',1808.0,b'A61',b'A74',4.0,b'A92',b'A101',1.0,b'A121',22.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',2
615,b'A12',48.0,b'A30',b'A49',12204.0,b'A65',b'A73',2.0,b'A93',b'A101',2.0,b'A123',48.0,b'A141',b'A152',1.0,b'A174',1.0,b'A192',b'A201',1
616,b'A12',60.0,b'A33',b'A43',9157.0,b'A65',b'A73',2.0,b'A93',b'A101',2.0,b'A124',27.0,b'A143',b'A153',1.0,b'A174',1.0,b'A191',b'A201',1
617,b'A11',6.0,b'A34',b'A40',3676.0,b'A61',b'A73',1.0,b'A93',b'A101',3.0,b'A121',37.0,b'A143',b'A151',3.0,b'A173',2.0,b'A191',b'A201',1
618,b'A12',30.0,b'A32',b'A42',3441.0,b'A62',b'A73',2.0,b'A92',b'A102',4.0,b'A123',21.0,b'A143',b'A151',1.0,b'A173',1.0,b'A191',b'A201',2
619,b'A14',12.0,b'A32',b'A40',640.0,b'A61',b'A73',4.0,b'A91',b'A101',2.0,b'A121',49.0,b'A143',b'A152',1.0,b'A172',1.0,b'A191',b'A201',1
620,b'A12',21.0,b'A34',b'A49',3652.0,b'A61',b'A74',2.0,b'A93',b'A101',3.0,b'A122',27.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A201',1
621,b'A14',18.0,b'A34',b'A40',1530.0,b'A61',b'A73',3.0,b'A93',b'A101',2.0,b'A122',32.0,b'A141',b'A152',2.0,b'A173',1.0,b'A191',b'A201',2
622,b'A14',48.0,b'A32',b'A49',3914.0,b'A65',b'A73',4.0,b'A91',b'A101',2.0,b'A121',38.0,b'A141',b'A152',1.0,b'A173',1.0,b'A191',b'A201',2
623,b'A11',12.0,b'A32',b'A42',1858.0,b'A61',b'A72',4.0,b'A92',b'A101',1.0,b'A123',22.0,b'A143',b'A151',1.0,b'A173',1.0,b'A191',b'A201',1
624,b'A11',18.0,b'A32',b'A43',2600.0,b'A61',b'A73',4.0,b'A93',b'A101',4.0,b'A124',65.0,b'A143',b'A153',2.0,b'A173',1.0,b'A191',b'A201',2
625,b'A14',15.0,b'A32',b'A43',1979.0,b'A65',b'A75',4.0,b'A93',b'A101',2.0,b'A123',35.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
626,b'A13',6.0,b'A32',b'A42',2116.0,b'A61',b'A73',2.0,b'A93',b'A101',2.0,b'A121',41.0,b'A143',b'A152',1.0,b'A173',1.0,b'A192',b'A201',1
627,b'A12',9.0,b'A31',b'A40',1437.0,b'A62',b'A74',2.0,b'A93',b'A101',3.0,b'A124',29.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',2
628,b'A14',42.0,b'A34',b'A42',4042.0,b'A63',b'A73',4.0,b'A93',b'A101',4.0,b'A121',36.0,b'A143',b'A152',2.0,b'A173',1.0,b'A192',b'A201',1
629,b'A14',9.0,b'A32',b'A46',3832.0,b'A65',b'A75',1.0,b'A93',b'A101',4.0,b'A121',64.0,b'A143',b'A152',1.0,b'A172',1.0,b'A191',b'A201',1
630,b'A11',24.0,b'A32',b'A43',3660.0,b'A61',b'A73',2.0,b'A92',b'A101',4.0,b'A123',28.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
631,b'A11',18.0,b'A31',b'A42',1553.0,b'A61',b'A73',4.0,b'A93',b'A101',3.0,b'A123',44.0,b'A141',b'A152',1.0,b'A173',1.0,b'A191',b'A201',2
632,b'A12',15.0,b'A32',b'A43',1444.0,b'A65',b'A72',4.0,b'A93',b'A101',1.0,b'A122',23.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
633,b'A14',9.0,b'A32',b'A42',1980.0,b'A61',b'A72',2.0,b'A92',b'A102',2.0,b'A123',19.0,b'A143',b'A151',2.0,b'A173',1.0,b'A191',b'A201',2
634,b'A12',24.0,b'A32',b'A40',1355.0,b'A61',b'A72',3.0,b'A92',b'A101',4.0,b'A123',25.0,b'A143',b'A152',1.0,b'A172',1.0,b'A192',b'A201',2
635,b'A14',12.0,b'A32',b'A46',1393.0,b'A61',b'A75',4.0,b'A93',b'A101',4.0,b'A122',47.0,b'A141',b'A152',3.0,b'A173',2.0,b'A192',b'A201',1
636,b'A14',24.0,b'A32',b'A43',1376.0,b'A63',b'A74',4.0,b'A92',b'A101',1.0,b'A123',28.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
637,b'A14',60.0,b'A33',b'A43',15653.0,b'A61',b'A74',2.0,b'A93',b'A101',4.0,b'A123',21.0,b'A143',b'A152',2.0,b'A173',1.0,b'A192',b'A201',1
638,b'A14',12.0,b'A32',b'A43',1493.0,b'A61',b'A72',4.0,b'A92',b'A101',3.0,b'A123',34.0,b'A143',b'A152',1.0,b'A173',2.0,b'A191',b'A201',1
639,b'A11',42.0,b'A33',b'A43',4370.0,b'A61',b'A74',3.0,b'A93',b'A101',2.0,b'A122',26.0,b'A141',b'A152',2.0,b'A173',2.0,b'A192',b'A201',2
640,b'A11',18.0,b'A32',b'A46',750.0,b'A61',b'A71',4.0,b'A92',b'A101',1.0,b'A121',27.0,b'A143',b'A152',1.0,b'A171',1.0,b'A191',b'A201',2
641,b'A12',15.0,b'A32',b'A45',1308.0,b'A61',b'A75',4.0,b'A93',b'A101',4.0,b'A123',38.0,b'A143',b'A152',2.0,b'A172',1.0,b'A191',b'A201',1
642,b'A14',15.0,b'A32',b'A46',4623.0,b'A62',b'A73',3.0,b'A93',b'A101',2.0,b'A122',40.0,b'A143',b'A152',1.0,b'A174',1.0,b'A192',b'A201',2
643,b'A14',24.0,b'A34',b'A43',1851.0,b'A61',b'A74',4.0,b'A94',b'A103',2.0,b'A123',33.0,b'A143',b'A152',2.0,b'A173',1.0,b'A192',b'A201',1
644,b'A11',18.0,b'A34',b'A43',1880.0,b'A61',b'A74',4.0,b'A94',b'A101',1.0,b'A122',32.0,b'A143',b'A152',2.0,b'A174',1.0,b'A192',b'A201',1
645,b'A14',36.0,b'A33',b'A49',7980.0,b'A65',b'A72',4.0,b'A93',b'A101',4.0,b'A123',27.0,b'A143',b'A151',2.0,b'A173',1.0,b'A192',b'A201',2
646,b'A11',30.0,b'A30',b'A42',4583.0,b'A61',b'A73',2.0,b'A91',b'A103',2.0,b'A121',32.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A201',1
647,b'A14',12.0,b'A32',b'A40',1386.0,b'A63',b'A73',2.0,b'A92',b'A101',2.0,b'A122',26.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',2
648,b'A13',24.0,b'A32',b'A40',947.0,b'A61',b'A74',4.0,b'A93',b'A101',3.0,b'A124',38.0,b'A141',b'A153',1.0,b'A173',2.0,b'A191',b'A201',2
649,b'A11',12.0,b'A32',b'A46',684.0,b'A61',b'A73',4.0,b'A93',b'A101',4.0,b'A123',40.0,b'A143',b'A151',1.0,b'A172',2.0,b'A191',b'A201',2
650,b'A11',48.0,b'A32',b'A46',7476.0,b'A61',b'A74',4.0,b'A93',b'A101',1.0,b'A124',50.0,b'A143',b'A153',1.0,b'A174',1.0,b'A192',b'A201',1
651,b'A12',12.0,b'A32',b'A42',1922.0,b'A61',b'A73',4.0,b'A93',b'A101',2.0,b'A122',37.0,b'A143',b'A152',1.0,b'A172',1.0,b'A191',b'A201',2
652,b'A11',24.0,b'A32',b'A40',2303.0,b'A61',b'A75',4.0,b'A93',b'A102',1.0,b'A121',45.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',2
653,b'A12',36.0,b'A33',b'A40',8086.0,b'A62',b'A75',2.0,b'A93',b'A101',4.0,b'A123',42.0,b'A143',b'A152',4.0,b'A174',1.0,b'A192',b'A201',2
654,b'A14',24.0,b'A34',b'A41',2346.0,b'A61',b'A74',4.0,b'A93',b'A101',3.0,b'A123',35.0,b'A143',b'A152',2.0,b'A173',1.0,b'A192',b'A201',1
655,b'A11',14.0,b'A32',b'A40',3973.0,b'A61',b'A71',1.0,b'A93',b'A101',4.0,b'A124',22.0,b'A143',b'A153',1.0,b'A173',1.0,b'A191',b'A201',1
656,b'A12',12.0,b'A32',b'A40',888.0,b'A61',b'A75',4.0,b'A93',b'A101',4.0,b'A123',41.0,b'A141',b'A152',1.0,b'A172',2.0,b'A191',b'A201',2
657,b'A14',48.0,b'A32',b'A43',10222.0,b'A65',b'A74',4.0,b'A93',b'A101',3.0,b'A123',37.0,b'A142',b'A152',1.0,b'A173',1.0,b'A192',b'A201',1
658,b'A12',30.0,b'A30',b'A49',4221.0,b'A61',b'A73',2.0,b'A92',b'A101',1.0,b'A123',28.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A201',1
659,b'A12',18.0,b'A34',b'A42',6361.0,b'A61',b'A75',2.0,b'A93',b'A101',1.0,b'A124',41.0,b'A143',b'A152',1.0,b'A173',1.0,b'A192',b'A201',1
660,b'A13',12.0,b'A32',b'A43',1297.0,b'A61',b'A73',3.0,b'A94',b'A101',4.0,b'A121',23.0,b'A143',b'A151',1.0,b'A173',1.0,b'A191',b'A201',1
661,b'A11',12.0,b'A32',b'A40',900.0,b'A65',b'A73',4.0,b'A94',b'A101',2.0,b'A123',23.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',2
662,b'A14',21.0,b'A32',b'A42',2241.0,b'A61',b'A75',4.0,b'A93',b'A101',2.0,b'A121',50.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A201',1
663,b'A12',6.0,b'A33',b'A42',1050.0,b'A61',b'A71',4.0,b'A93',b'A101',1.0,b'A122',35.0,b'A142',b'A152',2.0,b'A174',1.0,b'A192',b'A201',1
664,b'A13',6.0,b'A34',b'A46',1047.0,b'A61',b'A73',2.0,b'A92',b'A101',4.0,b'A122',50.0,b'A143',b'A152',1.0,b'A172',1.0,b'A191',b'A201',1
665,b'A14',24.0,b'A34',b'A41',6314.0,b'A61',b'A71',4.0,b'A93',b'A102',2.0,b'A124',27.0,b'A141',b'A152',2.0,b'A174',1.0,b'A192',b'A201',1
666,b'A12',30.0,b'A31',b'A42',3496.0,b'A64',b'A73',4.0,b'A93',b'A101',2.0,b'A123',34.0,b'A142',b'A152',1.0,b'A173',2.0,b'A192',b'A201',1
667,b'A14',48.0,b'A31',b'A49',3609.0,b'A61',b'A73',1.0,b'A92',b'A101',1.0,b'A121',27.0,b'A142',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
668,b'A11',12.0,b'A34',b'A40',4843.0,b'A61',b'A75',3.0,b'A93',b'A102',4.0,b'A122',43.0,b'A143',b'A151',2.0,b'A173',1.0,b'A192',b'A201',2
669,b'A13',30.0,b'A34',b'A43',3017.0,b'A61',b'A75',4.0,b'A93',b'A101',4.0,b'A122',47.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
670,b'A14',24.0,b'A34',b'A49',4139.0,b'A62',b'A73',3.0,b'A93',b'A101',3.0,b'A122',27.0,b'A143',b'A152',2.0,b'A172',1.0,b'A192',b'A201',1
671,b'A14',36.0,b'A32',b'A49',5742.0,b'A62',b'A74',2.0,b'A93',b'A101',2.0,b'A123',31.0,b'A143',b'A152',2.0,b'A173',1.0,b'A192',b'A201',1
672,b'A14',60.0,b'A32',b'A40',10366.0,b'A61',b'A75',2.0,b'A93',b'A101',4.0,b'A122',42.0,b'A143',b'A152',1.0,b'A174',1.0,b'A192',b'A201',1
673,b'A14',6.0,b'A34',b'A40',2080.0,b'A63',b'A73',1.0,b'A94',b'A101',2.0,b'A123',24.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
674,b'A14',21.0,b'A33',b'A49',2580.0,b'A63',b'A72',4.0,b'A93',b'A101',2.0,b'A121',41.0,b'A141',b'A152',1.0,b'A172',2.0,b'A191',b'A201',2
675,b'A14',30.0,b'A34',b'A43',4530.0,b'A61',b'A74',4.0,b'A92',b'A101',4.0,b'A123',26.0,b'A143',b'A151',1.0,b'A174',1.0,b'A192',b'A201',1
676,b'A14',24.0,b'A34',b'A42',5150.0,b'A61',b'A75',4.0,b'A93',b'A101',4.0,b'A123',33.0,b'A143',b'A152',1.0,b'A173',1.0,b'A192',b'A201',1
677,b'A12',72.0,b'A32',b'A43',5595.0,b'A62',b'A73',2.0,b'A94',b'A101',2.0,b'A123',24.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',2
678,b'A11',24.0,b'A32',b'A43',2384.0,b'A61',b'A75',4.0,b'A93',b'A101',4.0,b'A121',64.0,b'A141',b'A151',1.0,b'A172',1.0,b'A191',b'A201',1
679,b'A14',18.0,b'A32',b'A43',1453.0,b'A61',b'A72',3.0,b'A92',b'A101',1.0,b'A121',26.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
680,b'A14',6.0,b'A32',b'A46',1538.0,b'A61',b'A72',1.0,b'A92',b'A101',2.0,b'A124',56.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
681,b'A14',12.0,b'A32',b'A43',2279.0,b'A65',b'A73',4.0,b'A93',b'A101',4.0,b'A124',37.0,b'A143',b'A153',1.0,b'A173',1.0,b'A192',b'A201',1
682,b'A14',15.0,b'A33',b'A43',1478.0,b'A61',b'A73',4.0,b'A94',b'A101',3.0,b'A121',33.0,b'A141',b'A152',2.0,b'A173',1.0,b'A191',b'A201',1
683,b'A14',24.0,b'A34',b'A43',5103.0,b'A61',b'A72',3.0,b'A94',b'A101',3.0,b'A124',47.0,b'A143',b'A153',3.0,b'A173',1.0,b'A192',b'A201',1
684,b'A12',36.0,b'A33',b'A49',9857.0,b'A62',b'A74',1.0,b'A93',b'A101',3.0,b'A122',31.0,b'A143',b'A152',2.0,b'A172',2.0,b'A192',b'A201',1
685,b'A14',60.0,b'A32',b'A40',6527.0,b'A65',b'A73',4.0,b'A93',b'A101',4.0,b'A124',34.0,b'A143',b'A153',1.0,b'A173',2.0,b'A192',b'A201',1
686,b'A13',10.0,b'A34',b'A43',1347.0,b'A65',b'A74',4.0,b'A93',b'A101',2.0,b'A122',27.0,b'A143',b'A152',2.0,b'A173',1.0,b'A192',b'A201',1
687,b'A12',36.0,b'A33',b'A40',2862.0,b'A62',b'A75',4.0,b'A93',b'A101',3.0,b'A124',30.0,b'A143',b'A153',1.0,b'A173',1.0,b'A191',b'A201',1
688,b'A14',9.0,b'A32',b'A43',2753.0,b'A62',b'A75',3.0,b'A93',b'A102',4.0,b'A123',35.0,b'A143',b'A152',1.0,b'A173',1.0,b'A192',b'A201',1
689,b'A11',12.0,b'A32',b'A40',3651.0,b'A64',b'A73',1.0,b'A93',b'A101',3.0,b'A122',31.0,b'A143',b'A152',1.0,b'A173',2.0,b'A191',b'A201',1
690,b'A11',15.0,b'A34',b'A42',975.0,b'A61',b'A73',2.0,b'A91',b'A101',3.0,b'A122',25.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A201',1
691,b'A12',15.0,b'A32',b'A45',2631.0,b'A62',b'A73',3.0,b'A92',b'A101',2.0,b'A121',25.0,b'A143',b'A152',1.0,b'A172',1.0,b'A191',b'A201',1
692,b'A12',24.0,b'A32',b'A43',2896.0,b'A62',b'A72',2.0,b'A93',b'A101',1.0,b'A123',29.0,b'A143',b'A152',1.0,b'A173',1.0,b'A191',b'A201',1
693,b'A11',6.0,b'A34',b'A40',4716.0,b'A65',b'A72',1.0,b'A93',b'A101',3.0,b'A121',44.0,b'A143',b'A152',2.0,b'A172',2.0,b'A191',b'A201',1
694,b'A14',24.0,b'A32',b'A43',2284.0,b'A61',b'A74',4.0,b'A93',b'A101',2.0,b'A123',28.0,b'A143',b'A152',1.0,b'A173',1.0,b'A192',b'A201',1
695,b'A14',6.0,b'A32',b'A41',1236.0,b'A63',b'A73',2.0,b'A93',b'A101',4.0,b'A122',50.0,b'A143',b'A151',1.0,b'A173',1.0,b'A191',b'A201',1
696,b'A12',12.0,b'A32',b'A43',1103.0,b'A61',b'A74',4.0,b'A93',b'A103',3.0,b'A121',29.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A202',1
697,b'A14',12.0,b'A34',b'A40',926.0,b'A61',b'A71',1.0,b'A92',b'A101',2.0,b'A122',38.0,b'A143',b'A152',1.0,b'A171',1.0,b'A191',b'A201',1
698,b'A14',18.0,b'A34',b'A43',1800.0,b'A61',b'A73',4.0,b'A93',b'A101',2.0,b'A123',24.0,b'A143',b'A152',2.0,b'A173',1.0,b'A191',b'A201',1
699,b'A13',15.0,b'A32',b'A46',1905.0,b'A61',b'A75',4.0,b'A93',b'A101',4.0,b'A123',40.0,b'A143',b'A151',1.0,b'A174',1.0,b'A192',b'A201',1
700,b'A14',12.0,b'A32',b'A42',1123.0,b'A63',b'A73',4.0,b'A92',b'A101',4.0,b'A123',29.0,b'A143',b'A151',1.0,b'A172',1.0,b'A191',b'A201',2
701,b'A11',48.0,b'A34',b'A41',6331.0,b'A61',b'A75',4.0,b'A93',b'A101',4.0,b'A124',46.0,b'A143',b'A153',2.0,b'A173',1.0,b'A192',b'A201',2
702,b'A13',24.0,b'A32',b'A43',1377.0,b'A62',b'A75',4.0,b'A92',b'A101',2.0,b'A124',47.0,b'A143',b'A153',1.0,b'A173',1.0,b'A192',b'A201',1
